gene_id,position,insertions,essentiality
rplV,803703,0,unknown
rplV,803706,0,unknown
rplV,803712,0,unknown
rplV,803719,0,unknown
rplV,803944,0,unknown
rplV,804021,0,unknown
rplV,804132,0,unknown
rplV,804198,0,unknown
rplV,804283,0,unknown
rpsC,804351,0,unknown
rpsC,804366,0,unknown
rpsC,804375,0,unknown
rpsC,804421,0,unknown
rpsC,804445,0,unknown
rpsC,804625,0,unknown
rpsC,804640,0,unknown
rpsC,804786,0,unknown
rpsC,804827,0,unknown
rpsC,804834,0,unknown
rpsC,804841,0,unknown
rpsC,804843,0,unknown
rpsC,804891,0,unknown
rpsC,805025,0,unknown
rplP,805127,0,unknown
rplP,805133,0,unknown
rplP,805206,0,unknown
rplP,805233,0,unknown
rplP,805265,0,unknown
rplP,805393,0,unknown
rplP,805403,0,unknown
rplP,805434,0,unknown
rplP,805505,0,unknown
rplP,805508,303,unknown
rpmC,805657,11,unknown
rpmC,805672,0,unknown
rpmC,805700,1.3,unknown
rpmC,805750,51.099999999999994,unknown
rpsQ,805773,0,unknown
rpsQ,805797,0,unknown
rpsQ,805806,0,unknown
rpsQ,805859,11,unknown
rpsQ,805884,0,unknown
rpsQ,805908,0,unknown
rpsQ,805948,0,unknown
rpsQ,806015,0,unknown
rpsQ,806017,0,unknown
rpsQ,806040,0,unknown
rpsQ,806163,2589.5,unknown
rpsQ,806167,4135.4,unknown
NA,806277,1432.3,unknown
NA,806290,1607.8,unknown
NA,806295,2023.6000000000001,unknown
NA,806310,1736.6,unknown
NA,806337,1513.5,unknown
atsA,806385,754.5,unknown
atsA,806416,3785.1,unknown
atsA,806458,3121.7999999999997,unknown
atsA,806633,2504.9,unknown
atsA,806643,1112,unknown
atsA,806737,13006.1,unknown
atsA,806746,12685.8,unknown
atsA,806790,1862.2,unknown
atsA,806842,3699,unknown
atsA,806852,718,unknown
atsA,806875,204.1,unknown
atsA,806888,1640.7,unknown
atsA,806890,20073.7,unknown
atsA,806935,1675.9,unknown
atsA,807022,9774.2,unknown
atsA,807082,8469.6,unknown
atsA,807106,4274.8,unknown
atsA,807115,96.4,unknown
atsA,807149,228.8,unknown
atsA,807185,1168.7,unknown
atsA,807193,1587.3,unknown
atsA,807325,1078.6,unknown
atsA,807358,2831.4,unknown
atsA,807475,1749.1,unknown
atsA,807535,7082,unknown
atsA,807544,335.3,unknown
atsA,807580,2402.5,unknown
atsA,807598,515.5,unknown
atsA,807685,3960,unknown
atsA,807718,680.2,unknown
atsA,807794,774.2,unknown
atsA,807844,3375.4,unknown
atsA,808057,2072.4,unknown
atsA,808117,2061.2,unknown
atsA,808141,7391.6,unknown
atsA,808147,9938.1,unknown
atsA,808150,3127.6,unknown
atsA,808187,441.9,unknown
atsA,808236,1338.8,unknown
atsA,808321,2313.4,unknown
atsA,808327,4880,unknown
atsA,808394,1541.9,unknown
atsA,808408,2829.5,unknown
atsA,808542,1012.4000000000001,unknown
atsA,808585,607.6,unknown
atsA,808614,956.8,unknown
NA,808737,489.1,unknown
-,808809,434.8,unknown
-,808832,89.10000000000001,unknown
-,808858,287.9,unknown
-,808914,1674.7,unknown
-,808953,10.1,unknown
-,809056,238.4,unknown
-,809099,2.9,unknown
-,809128,3408.5,unknown
-,809139,133.4,unknown
-,809157,380.09999999999997,unknown
-,809182,1115.2,unknown
-,809205,2728.4,unknown
-,809235,5971.6,unknown
-,809304,227.1,unknown
-,809424,2285,unknown
-,809483,2405.9,unknown
-,809547,1565.4,unknown
-,809559,13.5,unknown
-,809609,73.3,unknown
-,809646,804.9,unknown
NA,809719,934.8,unknown
NA,809735,437.5,unknown
NA,809775,1755.4,unknown
NA,809799,428.5,unknown
NA,809884,3219,unknown
NA,809933,60.8,unknown
-,809957,25.9,unknown
-,810090,4793.6,unknown
-,810111,379.3,unknown
-,810287,1330.3,unknown
-,810309,1148,unknown
-,810339,328.3,unknown
-,810346,0,unknown
-,810367,2157.3,unknown
-,810416,2740.6,unknown
-,810420,25039.1,unknown
-,810431,986.9,unknown
-,810477,16405.4,unknown
-,810481,3279.2,unknown
-,810689,377.59999999999997,unknown
-,810729,2393.7,unknown
-,810767,3510.4,unknown
-,810832,3435.4,unknown
-,810858,12758.7,unknown
-,810873,238.70000000000002,unknown
-,810888,4369,unknown
NA,810946,2969.4,unknown
NA,810957,136.4,unknown
NA,810975,1538.8,unknown
NA,811074,1995.8000000000002,unknown
NA,811115,7.199999999999999,unknown
NA,811129,439.5,unknown
NA,811137,816.2,unknown
NA,811187,97.2,unknown
NA,811207,5.7,unknown
NA,811219,141.6,unknown
NA,811262,0,unknown
NA,811342,0,unknown
NA,811374,0,unknown
rplN,811469,0,unknown
rplN,811531,0,unknown
rplN,811601,1.3,unknown
rplN,811708,0,unknown
rplN,811742,11,unknown
rplX,811792,0,unknown
rplX,811823,0,unknown
rplX,811842,0,unknown
rplX,811997,0,unknown
rplX,812032,0,unknown
rplE,812104,0,unknown
rplE,812146,0,unknown
rplE,812464,0,unknown
rplE,812492,0,unknown
rpsN,812690,0,unknown
rpsN,812729,0,unknown
rpsN,812813,112.6,unknown
NA,812830,1156,unknown
NA,812837,1403.2,unknown
NA,812868,59.400000000000006,unknown
NA,812916,67.9,unknown
NA,812970,0,unknown
rpsH,813023,0,unknown
rpsH,813039,0,unknown
rpsH,813111,5.2,unknown
rpsH,813149,0,unknown
rpsH,813161,0,unknown
rpsH,813174,0,unknown
rpsH,813182,0,unknown
rpsH,813240,0,unknown
rpsH,813335,11,unknown
rpsH,813366,0,unknown
rplF,813409,0,unknown
rplF,813415,0,unknown
rplF,813478,0,unknown
rplF,813498,0,unknown
rplF,813550,0,unknown
rplF,813583,1.3,unknown
rplF,813594,0,unknown
rplF,813610,0,unknown
rplF,813650,0,unknown
rplF,813683,0,unknown
rplF,813728,0,unknown
rplF,813844,0,unknown
rplF,813872,0,unknown
rplF,813893,0,unknown
rplF,813934,0,unknown
rplF,813938,0,unknown
rplR,814229,0,unknown
rplR,814246,0,unknown
rplR,814248,11,unknown
rplR,814252,0,unknown
NA,814329,0,unknown
rpsE,814363,2.9,unknown
rpsE,814454,0,unknown
rpsE,814458,0,unknown
rpsE,814549,0,unknown
rpsE,814571,0,unknown
rpsE,814590,0,unknown
rpsE,814644,0,unknown
rpsE,814710,0,unknown
rpsE,814729,0,unknown
rpsE,814905,348.3,unknown
rpsE,814981,220.5,unknown
rpsE,814989,59.1,unknown
rpsE,814991,2031.2,unknown
rpmD,815078,76.4,unknown
rpmD,815191,11,unknown
rplO,815393,0,unknown
rplO,815412,0,unknown
rplO,815631,1815,unknown
sppA,815721,501.8,unknown
sppA,815734,3477.6,unknown
sppA,815775,4157.3,unknown
sppA,815800,711.6,unknown
sppA,815820,3720.7000000000003,unknown
sppA,815890,5671.9,unknown
sppA,815973,0,unknown
sppA,815985,975.1,unknown
sppA,816092,421.2,unknown
sppA,816110,3969.3,unknown
sppA,816113,2743.1,unknown
sppA,816254,2664.6,unknown
sppA,816376,411.3,unknown
sppA,816420,1420.5,unknown
sppA,816482,792.9,unknown
sppA,816490,351.5,unknown
sppA,816575,2622.4,unknown
sppA,816587,471.7,unknown
sppA,816801,660.1,unknown
sppA,816850,1937.2,unknown
sppA,816932,966.8000000000001,unknown
sppA,816935,7071,unknown
sppA,817075,2288.1,unknown
sppA,817154,771.1,unknown
sppA,817198,517.1,unknown
sppA,817317,219.8,unknown
sppA,817326,1346.8,unknown
sppA,817350,1173.5,unknown
sppA,817358,871.9,unknown
sppA,817435,3670.4,unknown
sppA,817535,1452.2,unknown
-,817624,2732,unknown
-,817673,1249.3,unknown
-,817703,1519.3999999999999,unknown
-,817765,223.5,unknown
-,817809,0,unknown
-,817882,1776.6,unknown
-,817978,3424.1,unknown
-,818068,366.6,unknown
-,818101,493.70000000000005,unknown
-,818173,638.7,unknown
-,818185,1358,unknown
-,818202,9.1,unknown
-,818258,0,unknown
-,818396,32.1,unknown
-,818415,1183.2,unknown
NA,818456,2868.1,unknown
NA,818477,2845.9,unknown
NA,818525,660.3,unknown
-,818548,214.3,unknown
-,818610,129.6,unknown
-,818650,66.7,unknown
-,818688,433.9,unknown
-,818724,2692.1,unknown
-,818831,233.29999999999998,unknown
-,818835,1845.8,unknown
-,818865,63.699999999999996,unknown
-,818885,932.6999999999999,unknown
-,818898,10.1,unknown
-,818972,1737.6,unknown
-,819057,91.10000000000001,unknown
-,819243,3201.4,unknown
-,819276,945.9,unknown
-,819391,2177.1,unknown
-,819636,18132.3,unknown
NA,819671,327.40000000000003,unknown
NA,819679,160,unknown
NA,819682,1587.6,unknown
NA,819688,312.6,unknown
NA,819755,563.6,unknown
NA,819794,909.6,unknown
fucA,819847,193.3,unknown
fucA,819868,1365.5,unknown
fucA,819874,2475.2,unknown
fucA,819890,2542.1,unknown
fucA,820091,446.7,unknown
fucA,820105,1720.4,unknown
fucA,820135,1681.8,unknown
fucA,820246,808.5,unknown
fucA,820260,7103.2,unknown
fucA,820266,3833.1,unknown
fucA,820326,3976.1,unknown
fucA,820357,4669.9,unknown
fucA,820412,3042.2,unknown
serA2,820511,4959.1,unknown
serA2,820920,96.9,unknown
serA2,821046,280.3,unknown
serA2,821189,1279.9,unknown
serA2,821342,2495,unknown
serA2,821358,862.8,unknown
serA2,821394,5646.8,unknown
serA2,821396,4287.7,unknown
serA2,821408,0,unknown
NA,821497,3015.9,unknown
xylB,821542,6.5,unknown
xylB,821604,18.299999999999997,unknown
xylB,821801,596.6,unknown
xylB,821823,0,unknown
xylB,821924,134.9,unknown
xylB,821951,5059.2,unknown
xylB,821981,2260,unknown
xylB,822207,6226.9,unknown
xylB,822283,1494.3,unknown
xylB,822358,1563.2,unknown
xylB,822381,119.6,unknown
xylB,822416,9534.9,unknown
xylB,822418,13980.6,unknown
xylB,822420,16668.899999999998,unknown
xylB,822518,2051.7,unknown
xylB,822558,3996.1000000000004,unknown
xylB,822609,454.70000000000005,unknown
xylB,822628,673.9,unknown
xylB,822815,1443.2,unknown
-,822899,14852.1,unknown
-,822905,7176.8,unknown
-,823478,207.4,unknown
-,823595,1009.1,unknown
NA,823683,4376.4,unknown
-,823729,11817,unknown
-,823840,6011.4000000000005,unknown
-,823870,2172.2,unknown
-,824007,195.20000000000002,unknown
-,824062,2771.7,unknown
-,824281,635.5,unknown
-,824365,5173.2,unknown
-,824427,1498,unknown
-,824463,3096.2000000000003,unknown
-,824544,10.1,unknown
NA,824646,2720.6,unknown
NA,824658,3579.6,unknown
NA,824695,986.1,unknown
NA,824705,1095.2,unknown
NA,824713,2.6,unknown
NA,824737,0,unknown
NA,824799,0,unknown
secY,824884,0,unknown
secY,824980,11,unknown
secY,825014,0,unknown
secY,825017,0,unknown
secY,825052,0,unknown
secY,825154,0,unknown
secY,825163,0,unknown
secY,825167,11,unknown
secY,825183,0,unknown
secY,825233,0,unknown
secY,825538,0,unknown
secY,825568,0,unknown
secY,825586,2.2,unknown
secY,825618,0,unknown
secY,825627,0,unknown
secY,825649,24.8,unknown
secY,825733,0,unknown
secY,825760,11,unknown
secY,825772,0,unknown
secY,825799,0,unknown
secY,825805,0,unknown
secY,825904,0,unknown
secY,825913,0,unknown
secY,825930,0,unknown
secY,825949,0,unknown
secY,826032,0,unknown
secY,826068,0,unknown
secY,826108,2270.1,unknown
adk,826278,0,unknown
adk,826380,0,unknown
adk,826554,0,unknown
adk,826584,0,unknown
adk,826587,0,unknown
adk,826668,2533,unknown
mapA,826883,1502,unknown
mapA,826892,0,unknown
mapA,826980,477,unknown
mapA,827167,561.2,unknown
mapA,827189,836.3,unknown
mapA,827219,2.6,unknown
mapA,827251,11078.1,unknown
mapA,827347,295.2,unknown
mapA,827436,0,unknown
mapA,827471,40.3,unknown
NA,827511,1306.3,unknown
NA,827528,728.8,unknown
sigL,827600,6303.1,unknown
sigL,827630,529.3000000000001,unknown
sigL,827926,3841.7,unknown
sigL,827948,12923.5,unknown
sigL,827951,3289.5,unknown
sigL,828026,4122.3,unknown
sigL,828070,9717.9,unknown
NA,828115,2291.1,unknown
-,828156,6.5,unknown
-,828221,35.4,unknown
-,828242,95.5,unknown
-,828388,34.5,unknown
-,828478,62.3,unknown
-,828540,163.2,unknown
-,828701,176.7,unknown
-,828862,2.8,unknown
-,828893,8492.3,unknown
NA,828906,5293.8,unknown
NA,828925,3741.4,unknown
NA,828938,5770.3,unknown
NA,829067,1154.3,unknown
NA,829169,893.1,unknown
NA,829199,2537.6,unknown
-,829221,3289.5,unknown
-,829286,2568.6,unknown
-,829363,3458.7000000000003,unknown
-,829416,102.89999999999999,unknown
-,829427,766.6,unknown
NA,829723,2244.1,unknown
NA,829755,6796.8,unknown
NA,829841,3549.7,unknown
NA,829896,0,unknown
NA,829914,152.7,unknown
NA,829968,318.40000000000003,unknown
NA,829992,171.3,unknown
-,830387,1008.4,unknown
NA,830694,1060.4,unknown
NA,830717,565.6999999999999,unknown
NA,830827,3538.1,unknown
-,830910,31.8,unknown
-,830957,6108,unknown
-,831067,2229.4,unknown
-,831179,3597.5,unknown
-,831245,2942.7,unknown
-,831348,24,unknown
-,831371,6231.2,unknown
-,831389,6539.4,unknown
-,831436,5513.8,unknown
-,831476,1580.7,unknown
-,831488,1724.7,unknown
-,831512,2603,unknown
-,831530,5770.6,unknown
-,831558,5302.5,unknown
-,831560,1638.1,unknown
-,831590,4398.3,unknown
-,831613,15757.199999999999,unknown
-,831640,3333.6,unknown
NA,831681,7741.7,unknown
NA,831719,8363.7,unknown
NA,831721,7773.7,unknown
NA,831761,1683.3,unknown
-,831872,3988.7000000000003,unknown
-,831978,2172,unknown
-,832001,3496.3,unknown
-,832009,1153.5,unknown
-,832049,1277.8,unknown
-,832085,5508.4,unknown
-,832150,22.099999999999998,unknown
-,832178,1893.9,unknown
-,832241,2348.1,unknown
-,832262,1522.6,unknown
NA,832344,10548.4,unknown
NA,832400,1176.5,unknown
NA,832416,4872.6,unknown
NA,832421,8677.9,unknown
NA,832513,1409.4,unknown
NA,832529,4414.5,unknown
-,832685,1243.4,unknown
-,832730,1765.1,unknown
-,832814,306.5,unknown
-,832849,8567.5,unknown
NA,832953,3977.6,unknown
PE_PGRS8,832985,12013.8,unknown
PE_PGRS8,833167,2459.1,unknown
PE_PGRS8,833202,816.7,unknown
PE_PGRS8,833242,2305.8,unknown
PE_PGRS8,833276,377.90000000000003,unknown
PE_PGRS8,833343,84.9,unknown
NA,833525,0,unknown
NA,833534,650.7,unknown
NA,833570,154.6,unknown
NA,833616,4805.1,unknown
NA,833681,4950.8,unknown
NA,833741,3322.9,unknown
NA,833788,211.5,unknown
-,833890,7630.2,unknown
-,833914,8808.1,unknown
-,833917,5773.1,unknown
-,833948,31.5,unknown
-,834164,1013.1,unknown
-,834185,9487.4,unknown
-,834189,22108.3,unknown
-,834202,2486,unknown
-,834330,2550,unknown
-,834375,1481.8,unknown
-,834527,1640.1,unknown
-,834587,1504.3,unknown
-,834616,198.6,unknown
-,834642,625.1,unknown
-,834673,215.79999999999998,unknown
-,834718,77,unknown
-,834820,600.6,unknown
-,834902,847.6,unknown
-,834911,2858.9,unknown
NA,834964,321,unknown
NA,834967,453.3,unknown
NA,835019,2603.3,unknown
NA,835063,5694.1,unknown
NA,835132,2085.8,unknown
-,835225,743.9,unknown
-,835273,775.4,unknown
-,835420,3149.7999999999997,unknown
-,835429,10.1,unknown
-,835517,1368.6000000000001,unknown
-,835624,6886.4,unknown
-,835647,3761.8,unknown
PE_PGRS9,835805,110.6,unknown
PE_PGRS9,835887,3418.2,unknown
PE_PGRS9,835962,1527.2,unknown
PE_PGRS9,836147,424.4,unknown
PE_PGRS9,836263,945.2,unknown
PE_PGRS9,836623,889,unknown
PE_PGRS9,836714,31.4,unknown
PE_PGRS9,836852,10.1,unknown
PE_PGRS9,836900,56.2,unknown
PE_PGRS9,836984,450.2,unknown
PE_PGRS9,837275,0,unknown
PE_PGRS9,837400,424.8,unknown
PE_PGRS9,837587,1037.2,unknown
PE_PGRS9,837713,0,unknown
PE_PGRS9,838053,70.5,unknown
NA,838152,3238,unknown
NA,838222,133.7,unknown
NA,838366,99.2,unknown
NA,838385,1587.5,unknown
NA,838392,636.4,unknown
NA,838398,1044.7,unknown
NA,838415,1003,unknown
PE_PGRS10,838528,2789.4,unknown
PE_PGRS10,838537,796.7,unknown
PE_PGRS10,838637,4951.4000000000005,unknown
PE_PGRS10,838670,1468.5,unknown
PE_PGRS10,838712,1687.4,unknown
PE_PGRS10,838912,0,unknown
PE_PGRS10,839239,254.10000000000002,unknown
PE_PGRS10,839332,588.9,unknown
PE_PGRS10,839335,1714.5,unknown
PE_PGRS10,839545,0,unknown
PE_PGRS10,839578,1191.8,unknown
PE_PGRS10,839632,2641.9,unknown
PE_PGRS10,840064,22.2,unknown
PE_PGRS10,840286,1580.5,unknown
PE_PGRS10,840754,415.2,unknown
PE_PGRS10,840763,0,unknown
PE_PGRS10,840857,1311,unknown
NA,840937,52.8,unknown
-,840981,2666.3,unknown
-,841153,1901.5,unknown
-,841205,1842.5,unknown
NA,841215,1994.2,unknown
-,841358,4494.7,unknown
-,841547,4331.9,unknown
-,841559,659.5,unknown
-,841571,5787.7,unknown
-,841657,1160.3,unknown
NA,841675,3667.7000000000003,unknown
-,841741,2550.9,unknown
-,841846,1971.4,unknown
NA,841922,6045.9000000000005,unknown
NA,841932,0,unknown
NA,841940,122.9,unknown
NA,841998,1015.6,unknown
NA,842019,4345.3,unknown
NA,842024,13122.8,unknown
NA,842028,2541.2,unknown
-,842046,2466.4,unknown
-,842125,66.6,unknown
-,842153,1066.4,unknown
-,842216,3030.9,unknown
-,842237,793,unknown
NA,842319,6578.1,unknown
mmsB,842351,4444.5,unknown
mmsB,842429,2545.5,unknown
mmsB,842791,3364.3,unknown
mmsB,842794,472.2,unknown
mmsB,842812,131.8,unknown
mmsB,843011,2009.3,unknown
mmsB,843087,402.9,unknown
mmsB,843214,1917,unknown
fadE9,843246,392.59999999999997,unknown
fadE9,843363,462.59999999999997,unknown
fadE9,843375,1197.1,unknown
fadE9,843381,47.3,unknown
fadE9,843438,1860.5,unknown
fadE9,843538,0,unknown
fadE9,843556,90.19999999999999,unknown
fadE9,843615,356.5,unknown
fadE9,843670,221.1,unknown
fadE9,843706,27.2,unknown
fadE9,843758,0,unknown
fadE9,843915,3292.4,unknown
fadE9,843969,1239.3,unknown
fadE9,844056,374.2,unknown
fadE9,844260,1265.6,unknown
fadE9,844405,299.5,unknown
mmsA,844425,927.7,unknown
mmsA,844506,844.9,unknown
mmsA,844581,5210.7,unknown
mmsA,844695,1050.6,unknown
mmsA,844731,846,unknown
mmsA,844782,709.7,unknown
mmsA,844947,714.4,unknown
mmsA,844992,202.9,unknown
mmsA,845032,583.3000000000001,unknown
mmsA,845133,255.8,unknown
mmsA,845253,3123.8,unknown
mmsA,845259,6144.1,unknown
mmsA,845269,22.400000000000002,unknown
mmsA,845462,580.1,unknown
mmsA,845553,2327.8,unknown
mmsA,845586,1836.8999999999999,unknown
mmsA,845630,2695.4,unknown
mmsA,845737,137.9,unknown
mmsA,845849,1777.9,unknown
NA,845996,18.5,unknown
NA,846004,0,unknown
NA,846009,1032.9,unknown
NA,846012,687.6999999999999,unknown
NA,846057,689.1,unknown
NA,846096,182.29999999999998,unknown
NA,846133,5815.9,unknown
NA,846136,7210.2,unknown
NA,846156,1919.7,unknown
PE_PGRS11,846214,2241.4,unknown
PE_PGRS11,846301,1537.1,unknown
PE_PGRS11,846345,2355.5,unknown
PE_PGRS11,846375,1641.2,unknown
PE_PGRS11,846420,7914.7,unknown
PE_PGRS11,846428,12.1,unknown
PE_PGRS11,846513,4755.9,unknown
PE_PGRS11,846679,413.4,unknown
PE_PGRS11,846702,157,unknown
PE_PGRS11,846704,633.5,unknown
PE_PGRS11,846713,0,unknown
PE_PGRS11,846733,407.1,unknown
PE_PGRS11,846749,50.3,unknown
PE_PGRS11,846851,43.900000000000006,unknown
PE_PGRS11,846935,71.7,unknown
PE_PGRS11,846962,0,unknown
PE_PGRS11,847152,1251.8,unknown
PE_PGRS11,847237,2525.1,unknown
PE_PGRS11,847311,6620,unknown
PE_PGRS11,847412,384.5,unknown
PE_PGRS11,847434,4967.7,unknown
PE_PGRS11,847494,1389.6,unknown
PE_PGRS11,847555,335.5,unknown
PE_PGRS11,847600,2616.3,unknown
PE_PGRS11,847648,1392.1000000000001,unknown
PE_PGRS11,847681,544.7,unknown
PE_PGRS11,847719,7431,unknown
PE_PGRS11,847728,2205.7,unknown
PE_PGRS11,847859,277.3,unknown
PE_PGRS11,847872,11683.2,unknown
PE_PGRS11,847876,9897.9,unknown
NA,847931,21104.6,unknown
NA,848056,95.30000000000001,unknown
NA,848063,3289.6,unknown
NA,848089,0,unknown
NA,848097,1881.4,unknown
NA,848103,4935.7,unknown
PPE12,848107,642.3,unknown
PPE12,848144,0,unknown
PPE12,848222,1.3,unknown
PPE12,848238,78.3,unknown
PPE12,848249,63.4,unknown
PPE12,848313,105.39999999999999,unknown
PPE12,848318,0,unknown
PPE12,848332,0,unknown
PPE12,848340,0,unknown
PPE12,848376,30.2,unknown
PPE12,848381,55.2,unknown
PPE12,848411,0,unknown
PPE12,848420,0,unknown
PPE12,848483,12.1,unknown
PPE12,848486,4.3,unknown
PPE12,848519,10.1,unknown
PPE12,848537,4.3,unknown
PPE12,848594,7.9,unknown
PPE12,848645,217.7,unknown
PPE12,848654,615.6,unknown
PPE12,848703,123.99999999999999,unknown
PPE12,848711,4.3,unknown
PPE12,848751,89.2,unknown
PPE12,848777,1774.7,unknown
PPE12,848823,2146.9,unknown
PPE12,848909,592.5,unknown
PPE12,848919,386.6,unknown
PPE12,848921,601.7,unknown
PPE12,848924,25.4,unknown
PPE12,848930,0,unknown
PPE12,848973,0,unknown
PPE12,848987,753.0999999999999,unknown
PPE12,848990,796.3,unknown
PPE12,849022,1102.7,unknown
PPE12,849060,10.1,unknown
PPE12,849077,0,unknown
PPE12,849095,0,unknown
PPE12,849197,121.2,unknown
PPE12,849272,43.2,unknown
PPE12,849287,0,unknown
PPE12,849296,45.1,unknown
PPE12,849335,0,unknown
PPE12,849365,91.2,unknown
PPE12,849431,0,unknown
PPE12,849446,0,unknown
PPE12,849457,428.8,unknown
PPE12,849467,257.59999999999997,unknown
PPE12,849470,795.5,unknown
PPE12,849497,0,unknown
PPE12,849580,782.8,unknown
PPE12,849622,4720.9,unknown
PPE12,849642,347.8,unknown
PPE12,849826,1202.8,unknown
PPE12,849969,2040,unknown
PPE12,849994,8773.9,unknown
PPE12,850002,337.40000000000003,unknown
NA,850087,6906.0999999999995,unknown
NA,850091,9986.5,unknown
NA,850118,3434.7000000000003,unknown
NA,850247,695.4,unknown
-,850346,8521,unknown
-,850348,31272.399999999998,unknown
-,850362,72.4,unknown
-,850372,10181.5,unknown
-,850397,4189.3,unknown
-,850413,8594.6,unknown
-,850499,936.8,unknown
NA,850628,2868.7,unknown
NA,850631,16261.5,unknown
NA,850681,76.89999999999999,unknown
NA,850697,0,unknown
NA,850708,0,unknown
NA,850737,595.6,unknown
-,850863,9931.8,unknown
-,850987,3496.6,unknown
-,851058,2158,unknown
-,851149,1310.8,unknown
-,851244,5147.3,unknown
-,851257,1911.3,unknown
-,851442,1044.3,unknown
NA,851480,6165.9,unknown
NA,851547,970.9,unknown
NA,851555,926.6,unknown
NA,851579,106.4,unknown
NA,851598,727.5,unknown
phoP,851752,1280.1,unknown
phoP,851921,989.5,unknown
phoP,851962,3593.4,unknown
phoP,852051,5623.0999999999995,unknown
phoP,852075,0,unknown
phoP,852160,1031.1,unknown
phoP,852198,1173.1,unknown
phoP,852223,464.90000000000003,unknown
phoP,852259,3230.1,unknown
phoP,852268,1366,unknown
phoP,852331,2335.2,unknown
phoP,852335,2089.3,unknown
NA,852362,6834.5,unknown
NA,852366,2345.9,unknown
phoR,852430,394.4,unknown
phoR,852436,895,unknown
phoR,852603,106.9,unknown
phoR,852614,1226.6000000000001,unknown
phoR,852642,5055.7,unknown
phoR,852675,5419.6,unknown
phoR,852677,2608.8,unknown
phoR,852703,247.9,unknown
phoR,852778,838.8,unknown
phoR,852813,2751.2,unknown
phoR,852889,1170.7,unknown
phoR,852927,1297.1,unknown
phoR,853184,309.8,unknown
phoR,853199,314,unknown
phoR,853221,725.1,unknown
phoR,853327,502.90000000000003,unknown
phoR,853522,2168.9,unknown
phoR,853653,1438,unknown
-,853957,3201.1,unknown
-,854065,906.5,unknown
NA,854177,907.3,unknown
NA,854240,16651,unknown
-,854281,0,unknown
-,854310,621.6,unknown
-,854341,3274.9,unknown
-,854352,1023.9000000000001,unknown
-,854380,487.1,unknown
-,854521,3625.2,unknown
NA,854693,3176.8,unknown
adhB,854703,0,unknown
adhB,854721,283.3,unknown
adhB,854766,29.1,unknown
adhB,854793,2925.6,unknown
adhB,854836,3462.6,unknown
adhB,854838,11664.4,unknown
adhB,854865,1349.8,unknown
adhB,855012,8197.3,unknown
adhB,855078,6259.5999999999995,unknown
adhB,855123,558.8,unknown
adhB,855192,1106.1,unknown
adhB,855306,774.4,unknown
adhB,855399,5560.1,unknown
adhB,855432,147.6,unknown
NA,855861,283.3,unknown
NA,855874,1111.2,unknown
NA,855906,4910.2,unknown
NA,855920,282.1,unknown
-,855929,1508.7,unknown
-,855962,916.6,unknown
-,855965,3792,unknown
-,856024,1206.1000000000001,unknown
-,856052,3150.5,unknown
-,856118,284.5,unknown
-,856145,10759.699999999999,unknown
-,856238,1186.1000000000001,unknown
-,856244,39,unknown
-,856349,2352.5,unknown
-,856367,2255.7,unknown
-,856410,353.5,unknown
-,856423,194,unknown
-,856463,140.9,unknown
-,856477,1147.3999999999999,unknown
-,856609,528.6999999999999,unknown
-,856675,0,unknown
cyp51,856686,1327.3,unknown
cyp51,856707,0,unknown
cyp51,856759,279.3,unknown
cyp51,856764,209.7,unknown
cyp51,856797,203.89999999999998,unknown
cyp51,856932,302.9,unknown
cyp51,857172,417.90000000000003,unknown
cyp51,857205,88.1,unknown
cyp51,857251,244.6,unknown
cyp51,857487,1381.3,unknown
cyp51,857499,2047.8,unknown
cyp51,857504,2188.5,unknown
cyp51,857535,924.1,unknown
cyp51,857604,5007,unknown
cyp51,857726,607.2,unknown
cyp51,857752,153.5,unknown
cyp51,857814,236.7,unknown
cyp51,857917,2195.7,unknown
cyp51,858023,744.2,unknown
-,858041,314.9,unknown
-,858067,527.9,unknown
-,858070,939.3000000000001,unknown
-,858171,185.9,unknown
-,858203,2959.5,unknown
-,858282,106.1,unknown
-,858363,28.1,unknown
-,858392,213.7,unknown
-,858402,339.2,unknown
-,858478,0,unknown
-,858517,1129.6,unknown
-,858682,0,unknown
cyp123,858868,2370.7,unknown
cyp123,858955,839.4,unknown
cyp123,859056,164.3,unknown
cyp123,859087,0,unknown
cyp123,859137,58.9,unknown
cyp123,859177,908.6,unknown
cyp123,859231,270.5,unknown
cyp123,859281,1.3,unknown
cyp123,859318,565.5,unknown
cyp123,859335,1217.7,unknown
cyp123,859492,1652.3,unknown
cyp123,859495,1257.7,unknown
cyp123,859617,174.5,unknown
cyp123,859665,475.3,unknown
cyp123,859781,1075.9,unknown
cyp123,859827,48,unknown
cyp123,859834,0,unknown
cyp123,859869,226.8,unknown
cyp123,859876,848.4000000000001,unknown
cyp123,859961,1096.9,unknown
cyp123,859966,498.3,unknown
cyp123,859996,1747.9,unknown
cyp123,859999,1150,unknown
cyp123,860005,0,unknown
cyp123,860026,1135.6,unknown
cyp123,860032,500.90000000000003,unknown
-,860101,207.8,unknown
-,860130,887.9,unknown
-,860157,230,unknown
-,860183,678.1999999999999,unknown
-,860224,0,unknown
-,860413,103.9,unknown
-,860469,337.8,unknown
-,860505,4975.8,unknown
-,860511,1376,unknown
-,860528,1341.8,unknown
