gene_id,position,insertions
rv0764c,856932,302.9
rv0764c,857172,417.90000000000003
rv0764c,857205,88.1
rv0764c,857251,244.6
rv0764c,857487,1381.3
rv0764c,857499,2047.8
rv0764c,857504,2188.5
rv0764c,857535,924.1
rv0764c,857604,5007
rv0764c,857726,607.2
rv0764c,857752,153.5
rv0764c,857814,236.7
rv0764c,857917,2195.7
rv0764c,858023,744.2
rv0766c,858868,2370.7
rv0766c,858955,839.4
rv0766c,859056,164.3
rv0766c,859087,0
rv0766c,859137,58.9
rv0766c,859177,908.6
rv0766c,859231,270.5
rv0766c,859281,1.3
rv0766c,859318,565.5
rv0766c,859335,1217.7
rv0766c,859492,1652.3
rv0766c,859495,1257.7
rv0766c,859617,174.5
rv0766c,859665,475.3
rv0766c,859781,1075.9
rv0766c,859827,48
rv0766c,859834,0
rv0766c,859869,226.8
rv0766c,859876,848.4000000000001
rv0766c,859961,1096.9
rv0766c,859966,498.3
rv0766c,859996,1747.9
rv0766c,859999,1150
rv0766c,860005,0
rv0766c,860026,1135.6
rv0766c,860032,500.90000000000003
rv0768,860938,1596.8
rv0768,860964,1477.5
rv0768,861112,167.7
rv0768,861177,430.1
rv0768,861258,1343.5
rv0768,861287,359.2
rv0768,861423,1941.5
rv0768,861435,70.5
rv0768,861445,502.5
rv0768,861459,319.7
rv0768,861628,50.3
rv0768,861648,85
rv0768,861735,312
rv0768,861753,0
rv0768,861830,50.8
rv0768,861953,256.6
rv0768,862015,30.2
rv0768,862031,130.1
rv0768,862166,641.3
rv0768,862187,402.6
rv0768,862236,10.1
rv0768,862268,255.3
rv0768,862295,2315.4
rv0768,862309,0
rv0768,862346,59.4
rv0768,862350,697.8
rv0768,862369,21.4
rv0768,862382,0
rv0772,864602,2.8
rv0772,864632,0
rv0772,864671,0
rv0772,864803,0
rv0772,864809,0
rv0772,864867,0
rv0772,864956,0
rv0772,865043,0
rv0772,865144,0
rv0772,865163,0
rv0772,865254,0
rv0772,865266,0
rv0772,865276,2.2
rv0772,865309,0
rv0772,865355,0
rv0772,865390,0
rv0772,865407,0
rv0772,865521,0
rv0772,865574,2.6
rv0772,865583,0
rv0772,865600,0
rv0772,865768,0
rv0772,865818,0
rv0772,865826,0
rv0772,865855,268
rv0773c,865903,228
rv0773c,865951,245
rv0773c,865959,162.5
rv0773c,866039,422.1
rv0773c,866095,0
rv0773c,866215,565.8
rv0773c,866335,1544.4
rv0773c,866389,607.5
rv0773c,866470,2050.8
rv0773c,866509,1317.8
rv0773c,866612,684.9
rv0773c,866673,160.9
rv0773c,866689,765.2
rv0773c,866698,635.6
rv0773c,866815,200.1
rv0773c,866850,163.7
rv0773c,866876,310.7
rv0773c,867013,360.1
rv0773c,867048,476.3
rv0773c,867148,335.3
rv0777,870041,0
rv0777,870105,0
rv0777,870117,0
rv0777,870144,0
rv0777,870173,0
rv0777,870419,0
rv0777,870551,0
rv0777,870701,0
rv0777,870906,0
rv0777,870914,0
rv0777,870936,0
rv0777,871067,0
rv0777,871100,0
rv0777,871123,0
rv0777,871131,0
rv0777,871388,0
rv0777,871402,0
rv0777,871406,0
rv0777,871427,873.4
rv0778,871439,150.8
rv0778,871542,865.2
rv0778,871598,779.4
rv0778,871602,543.5
rv0778,871624,950.2
rv0778,871641,520.8000000000001
rv0778,871748,11.7
rv0778,871843,2599
rv0778,872038,171
rv0778,872040,2450.7
rv0778,872046,3107
rv0778,872069,60.699999999999996
rv0778,872117,280.90000000000003
rv0778,872163,1633.6000000000001
rv0778,872179,1468.1
rv0778,872210,1476.6000000000001
rv0778,872468,144
rv0778,872517,537.8
rv0778,872624,2896.1
rv0778,872636,220.1
rv0778,872653,824.2
rv0778,872676,260.3
rv0783c,876830,268.2
rv0783c,876853,839.1
rv0783c,876902,0
rv0783c,876914,75.5
rv0783c,876923,459.1
rv0783c,876933,247.60000000000002
rv0783c,876986,0
rv0783c,877057,0
rv0783c,877086,142.8
rv0783c,877118,0
rv0783c,877271,468.8
rv0783c,877275,1088.1
rv0783c,877429,4505.3
rv0783c,877476,161.5
rv0783c,877577,1537.7
rv0783c,877599,6.5
rv0783c,877652,595.1
rv0783c,877693,695.4
rv0783c,877752,1745.3
rv0783c,877863,814.2
rv0783c,878036,145.5
rv0783c,878063,0
rv0783c,878099,93.1
rv0783c,878184,1311.8
rv0783c,878338,755.8
rv0783c,878346,383.8
rv0783c,878443,1655.3999999999999
rv0788,882882,0
rv0788,882899,0
rv0788,882922,0
rv0788,882931,12.3
rv0788,882983,0
rv0788,883055,0
rv0788,883058,0
rv0788,883121,0
rv0788,883204,0
rv0788,883235,0
rv0788,883264,0
rv0788,883405,5.1
rv0798c,891509,835.7
rv0798c,891539,280.59999999999997
rv0798c,891572,5.9
rv0798c,891601,2498.6
rv0798c,891707,245
rv0798c,891729,72.2
rv0798c,891740,3815.7
rv0798c,891767,885.0999999999999
rv0798c,891905,454.2
rv0798c,891916,791.8
rv0798c,891961,0
rv0798c,891984,25.099999999999998
rv0798c,892026,10.1
rv0798c,892039,0
rv0798c,892098,477.8
rv0798c,892259,615.4
rv0800,893420,40.3
rv0800,893468,1480.6
rv0800,893636,1662.6
rv0800,893694,0
rv0800,893710,23.5
rv0800,893835,2457.2
rv0800,893873,1233
rv0800,894026,3452.3
rv0800,894156,286
rv0800,894275,1202.6
rv0800,894353,289
rv0800,894415,2394.4
rv0800,894425,119.7
rv0800,894564,1232.3
rv0800,894572,228
rv0800,894609,498.6
rv0800,894620,4916.9
rv0803,895874,0
rv0803,895904,0
rv0803,895961,0
rv0803,895991,0
rv0803,896018,0
rv0803,896150,0
rv0803,896162,0
rv0803,896275,0
rv0803,896318,0
rv0803,896375,0
rv0803,896391,0
rv0803,896415,0
rv0803,896418,0
rv0803,896503,0
rv0803,896630,0
rv0803,896679,0
rv0803,896700,0
rv0803,896964,0
rv0803,896982,0
rv0803,896984,0
rv0803,897010,0
rv0803,897096,0
rv0803,897143,0
rv0803,897152,1.3
rv0803,897237,0
rv0803,897260,1.3
rv0803,897278,0
rv0803,897311,0
rv0803,897482,0
rv0803,897568,0
rv0803,897687,0
rv0803,897750,0
rv0803,897813,0
rv0803,897837,0
rv0803,898076,159.8
rv0806c,899822,0
rv0806c,899832,1847.4
rv0806c,899893,1636.3
rv0806c,899919,88.5
rv0806c,899941,1547.8999999999999
rv0806c,899948,737.5
rv0806c,899964,3658.2
rv0806c,899982,1715.4
rv0806c,899992,1089.5
rv0806c,900033,1162.1
rv0806c,900036,2602.2999999999997
rv0806c,900042,3369.2
rv0806c,900158,121.5
rv0806c,900184,590.2
rv0806c,900224,30.9
rv0806c,900250,2038.5
rv0806c,900331,6939.2
rv0806c,900375,988.5
rv0806c,900436,2401.6
rv0806c,900438,3721.7
rv0806c,900496,2408.2
rv0806c,900554,2807.8
rv0806c,900591,229.20000000000002
rv0806c,900651,6889.4
rv0806c,900697,1973.6000000000001
rv0806c,900725,4186.8
rv0806c,900786,712.1
rv0806c,900792,8.8
rv0806c,900815,335.5
rv0806c,900844,308.4
rv0806c,900885,1037.8999999999999
rv0806c,900887,683.6999999999999
rv0806c,900924,78.7
rv0806c,900957,5444.3
rv0806c,901039,1500.5
rv0806c,901050,586.4
rv0806c,901103,3273.6
rv0806c,901154,6485
rv0806c,901158,2211.7
rv0806c,901165,2414.6
rv0806c,901178,1015.0999999999999
rv0806c,901267,0
rv0808,902121,1060.5
rv0808,902132,2905.5
rv0808,902267,0
rv0808,902270,11
rv0808,902279,0
rv0808,902435,0
rv0808,902741,0
rv0808,902759,0
rv0808,902775,0
rv0808,902860,0
rv0808,902884,0
rv0808,902943,0
rv0808,902951,11
rv0808,902957,0
rv0808,902977,11
rv0808,902997,0
rv0808,903104,0
rv0808,903128,0
rv0808,903155,0
rv0808,903306,0
rv0808,903383,11
rv0808,903388,0
rv0808,903459,0
rv0808,903491,0
rv0808,903569,0
rv0808,903576,16
rv0808,903600,45.5
rv0809,903766,0
rv0809,903775,0
rv0809,903782,0
rv0809,903920,0
rv0809,903991,0
rv0809,904079,0
rv0809,904132,0
rv0809,904217,11
rv0809,904222,0
rv0809,904337,0
rv0809,904428,0
rv0809,904448,0
rv0809,904599,0
rv0809,904749,0
rv0809,904820,13508.5
rv0815c,908528,11187.3
rv0815c,908549,4921.3
rv0815c,908575,1893.2
rv0815c,908627,12084.7
rv0815c,908653,3975
rv0815c,908669,4707.3
rv0815c,908898,1224
rv0815c,908918,9229
rv0815c,909020,6467.7
rv0815c,909032,4596.4
rv0815c,909038,4021.6
rv0815c,909044,1302.8
rv0815c,909074,1675
rv0815c,909207,13872.2
rv0815c,909221,12129.7
rv0816c,909678,38
rv0816c,909827,261.9
rv0816c,910006,8128.3
rv0820,912765,18894.2
rv0820,912768,3704.9
rv0820,912925,5381.6
rv0820,912944,16716.8
rv0820,912948,7377.3
rv0820,912959,4.3
rv0820,913097,346.7
rv0820,913157,3052.1
rv0820,913320,15145.9
rv0820,913343,15353.7
rv0820,913423,2178.4
rv0820,913482,10117.1
rv0820,913503,237.7
rv0821c,913562,272.8
rv0821c,913634,3259.2
rv0821c,913844,152.4
rv0821c,914038,1863.8
rv0821c,914137,1464.2
rv0821c,914167,2196.4
rv0821c,914189,4350.9
rv0824c,917738,537.9
rv0824c,917772,0
rv0824c,917805,0
rv0824c,917904,0
rv0824c,917940,0
rv0824c,917956,0
rv0824c,917996,0
rv0824c,918043,0
rv0824c,918143,0
rv0824c,918210,0
rv0824c,918225,11
rv0824c,918269,11
rv0824c,918302,0
rv0824c,918346,0
rv0824c,918404,0
rv0824c,918509,0
rv0824c,918614,0
rv0824c,918617,0
rv0824c,918644,1.3
rv0824c,918692,0
rv0832,924960,7520.7
rv0832,924980,1511.3
rv0832,925037,178
rv0832,925212,2301.2
rv0833,925732,170.3
rv0833,925759,0
rv0833,925804,0
rv0833,925840,0
rv0833,926008,96.39999999999999
rv0833,926119,408.2
rv0833,926221,205.9
rv0833,927097,152.3
rv0833,927280,291.3
rv0833,927424,0
rv0833,927499,0
rv0833,927611,178.4
rv0834c,927841,349.5
rv0834c,927893,0
rv0834c,927937,869.5
rv0834c,927947,2253.6
rv0834c,927975,5821.8
rv0834c,928007,526.8
rv0834c,928056,733.3000000000001
rv0834c,928097,0
rv0834c,928155,79.9
rv0834c,928362,800.5
rv0834c,928467,175.3
rv0834c,928529,161.5
rv0834c,928784,9.1
rv0834c,928817,20.9
rv0834c,928907,80.9
rv0834c,929093,97.2
rv0834c,929326,762.1
rv0834c,929402,986
rv0834c,929504,361.9
rv0834c,929507,1438.7
rv0834c,929708,245
rv0834c,929745,160.8
rv0834c,929909,36.4
rv0834c,930125,1256.5
rv0834c,930171,4266.4000000000005
rv0834c,930229,4089.9
rv0834c,930239,1710.5
rv0834c,930304,5607.9
rv0835,931107,4177.2
rv0835,931124,5738.6
rv0835,931255,60.2
rv0835,931265,203.3
rv0835,931276,0
rv0835,931321,79.2
rv0835,931332,271
rv0835,931340,354.9
rv0835,931354,615.4
rv0835,931421,3911.9
rv0835,931493,8814.300000000001
rv0835,931512,4873.6
rv0835,931518,2015
rv0835,931537,666.5
rv0835,931598,5081.7
rv0838,934856,816.3
rv0838,934966,182.9
rv0838,935002,1597.7
rv0838,935110,1006.5
rv0838,935185,7110.7
rv0838,935193,3094.5
rv0838,935416,3175
rv0840c,936465,315.7
rv0840c,936800,5239.1
rv0840c,936833,244.60000000000002
rv0840c,936940,2.2
rv0840c,937001,5710.6
rv0840c,937053,18
rv0840c,937117,3264.3
rv0840c,937208,4525.2
rv0840c,937240,4944.4000000000005
rv0844c,940460,3081
rv0844c,940529,2529.3
rv0844c,940552,432
rv0844c,940571,12152.4
rv0844c,940573,6489.9
rv0844c,940817,1771.5
rv0844c,940848,2993.5
rv0844c,940874,2681.5
rv0844c,940925,1104.5
rv0844c,941053,931.3
rv0847,944395,714.4
rv0847,944476,5522.4
rv0847,944480,154.6
rv0847,944590,2616.6
rv0847,944593,3101.6
rv0847,944636,224.6
rv0848,944968,0
rv0848,944989,390.6
rv0848,945039,296.40000000000003
rv0848,945056,215.79999999999998
rv0848,945107,1495.3
rv0848,945129,198.6
rv0848,945151,3603.4
rv0848,945183,2.6
rv0848,945203,90.2
rv0848,945239,54
rv0848,945252,1156.1
rv0848,945259,1498.9
rv0848,945328,919.9000000000001
rv0848,945345,1937.8000000000002
rv0848,945421,494.7
rv0848,945448,873.5
rv0848,945475,122.89999999999999
rv0848,945578,269.9
rv0848,945684,4036.7
rv0848,945688,276.5
rv0848,945706,9937.6
rv0848,945784,385.3
rv0848,945824,157.4
rv0848,945898,1702.3999999999999
rv0848,945913,4101.1
rv0848,945925,2726.7
rv0848,945947,849.1999999999999
rv0848,945992,223.29999999999998
rv0848,946057,2450.8
rv0853c,949572,1541.8
rv0853c,949656,1731.8
rv0853c,949695,3100.6
rv0853c,949804,50.1
rv0853c,949854,27.2
rv0853c,949885,164.8
rv0853c,949926,1312.3999999999999
rv0853c,950060,820
rv0853c,950169,918
rv0853c,950316,1528.7
rv0853c,950538,0
rv0853c,950582,1518.1
rv0853c,950600,22164.4
rv0853c,950602,8508.6
rv0853c,950604,1929.4
rv0853c,950627,193.3
rv0853c,950648,170.8
rv0853c,950656,0
rv0853c,950826,251.6
rv0853c,950879,595.5
rv0853c,950910,0
rv0853c,950925,178.5
rv0853c,951006,3583.8
rv0853c,951062,3101.1
rv0853c,951066,1457.8
rv0853c,951081,1339.8
rv0855,951685,422.7
rv0855,951973,151.8
rv0855,952028,5905.7
rv0855,952064,0
rv0855,952092,336.9
rv0855,952157,2655.7
rv0855,952216,255.3
rv0855,952310,2972.4
rv0855,952319,4187
rv0855,952340,13446.2
rv0855,952442,8.8
rv0855,952454,11021.4
rv0855,952534,4095.2
rv0855,952712,2021.8
rv0860,956395,213.3
rv0860,956462,30.8
rv0860,956546,1421.7
rv0860,956601,500.90000000000003
rv0860,956765,156.7
rv0860,956814,89.3
rv0860,956909,142.2
rv0860,956971,495.4
rv0860,957151,300.3
rv0860,957319,1346.5
rv0860,957340,310
rv0860,957350,724.7
rv0860,957381,4.2
rv0860,957394,490
rv0860,957669,121.2
rv0860,957769,463
rv0860,957897,699.7
rv0860,957925,0
rv0860,957999,205.5
rv0860,958027,596.6
rv0860,958108,530.1
rv0860,958114,92.8
rv0860,958351,611.2
rv0860,958368,20.1
rv0860,958374,90.9
rv0860,958417,133.1
rv0860,958451,997.2
rv0861c,958527,956
rv0861c,958569,1335.7
rv0861c,958575,494.8
rv0861c,958589,87.5
rv0861c,958614,665.8
rv0861c,958650,234.1
rv0861c,958688,37.7
rv0861c,958745,29.4
rv0861c,958783,428.2
rv0861c,958807,679.4
rv0861c,958923,2047.8999999999999
rv0861c,959016,0
rv0861c,959043,4545.5
rv0861c,959142,301.59999999999997
rv0861c,959158,53.6
rv0861c,959286,1963.7
rv0861c,959334,150.29999999999998
rv0861c,959344,475.90000000000003
rv0861c,959367,969.2
rv0861c,959485,82.3
rv0861c,959622,718.8
rv0861c,959682,0
rv0861c,959898,10.1
rv0861c,959949,490
rv0861c,959958,1289.7
rv0861c,960039,1269.8
rv0861c,960142,410.6
rv0865,963450,3112.9
rv0865,963452,1576.6
rv0865,963473,18.1
rv0865,963556,1093.1
rv0865,963611,1178.1
rv0865,963626,560.8
rv0865,963660,8931.2
rv0865,963796,13753
rv0866,964025,3292.5
rv0866,964077,3037.1
rv0866,964270,40.3
rv0866,964295,2084.2
rv0867c,964328,11924.3
rv0867c,964404,4304.2
rv0867c,964406,2088.7
rv0867c,964759,342.9
rv0867c,964927,129.5
rv0867c,965046,36.1
rv0867c,965185,52.5
rv0867c,965348,2932.8
rv0867c,965467,3100.2000000000003
rv0867c,965478,1484.5
rv0867c,965520,7975
rv0867c,965538,33725.2
rv0868c,965987,44.4
rv0868c,966007,12853.1
rv0868c,966010,12815.800000000001
rv0868c,966034,124.8
rv0868c,966077,3993.3
rv0868c,966133,3378.3
rv0868c,966215,1813.5
rv0871,967925,3727.1
rv0871,967979,5859.1
rv0871,968227,632.3
rv0871,968237,0
rv0871,968306,691
rv0872c,968428,249.5
rv0872c,968669,2.8
rv0872c,968753,306.9
rv0872c,968828,1.3
rv0872c,968846,25
rv0872c,968996,26.8
rv0872c,969005,183.5
rv0872c,969098,0
rv0872c,969146,0
rv0872c,969257,734.3000000000001
rv0872c,969264,3544.6
rv0872c,969319,872.3
rv0872c,969449,82
rv0872c,969456,447.1
rv0872c,969491,836.1
rv0872c,969554,418.8
rv0872c,969592,2962.2
rv0872c,969626,227.2
rv0872c,969685,2625
rv0872c,969687,1572.6
rv0872c,969832,2523.4
rv0872c,969866,6.5
rv0872c,969983,481
rv0872c,969988,7187.3
rv0872c,970019,716.7
rv0872c,970063,2698.8
rv0872c,970236,10527.8
rv0872c,970240,27713.899999999998
rv0873,970582,708
rv0873,970626,92.5
rv0873,970635,10399.8
rv0873,970763,3106.8
rv0873,970817,272.3
rv0873,970847,5574.5999999999995
rv0873,970926,2390.2
rv0873,970977,495.3
rv0873,971001,0
rv0873,971013,4345.9000000000005
rv0873,971016,2829.9
rv0873,971090,5377.7
rv0873,971133,579.6
rv0873,971145,3852.2
rv0873,971152,1127.1
rv0873,971163,0
rv0873,971388,26.4
rv0873,971430,1113.7
rv0873,971493,101.1
rv0873,971528,13726.699999999999
rv0873,971611,713
rv0873,971658,7966.8
rv0873,971681,455.2
rv0873,971724,774.6
rv0873,971857,593.4
rv0873,971909,1151.6000000000001
rv0873,971952,3374.3
rv0873,971963,2480.2
rv0873,972041,4278.3
rv0873,972106,116.30000000000001
rv0873,972120,1770.5
rv0873,972194,6057.5
rv0873,972317,4239.6
rv0873,972339,2781.5
rv0873,972458,1363
rv0878c,976890,4198.7
rv0878c,976935,4801.7
rv0878c,976944,2041.3999999999999
rv0878c,977007,8885.2
rv0878c,977055,2153.2999999999997
rv0878c,977087,4382.4
rv0878c,977150,4618.2
rv0878c,977162,4785.0999999999995
rv0878c,977291,4026.5
rv0878c,977498,788.1
rv0878c,977518,3181.6
rv0878c,977737,1387.7
rv0878c,977779,4753.5
rv0878c,977908,9608.6
rv0878c,977910,6826.8
rv0878c,977983,4661.0999999999995
rv0878c,978051,532.3
rv0878c,978160,1921.8
rv0878c,978176,2185.7000000000003
rv0884c,981428,3394.8
rv0884c,981536,0
rv0884c,981561,0
rv0884c,981668,0
rv0884c,981692,0
rv0884c,981747,0
rv0884c,981809,0
rv0884c,981974,11
rv0884c,981977,0
rv0884c,982006,0
rv0884c,982244,0
rv0884c,982324,0
rv0884c,982334,0
rv0886,983816,3351.9
rv0886,983820,1754
rv0886,983923,5101.9
rv0886,983925,2312.7999999999997
rv0886,983963,158.8
rv0886,984046,1455.3
rv0886,984049,344.7
rv0886,984077,884
rv0886,984149,8.3
rv0886,984181,5264.7
rv0886,984250,346.2
rv0886,984311,1652.9
rv0886,984349,1045.6
rv0886,984377,3346.7000000000003
rv0886,984392,850.3
rv0886,984418,1147.2
rv0886,984483,5.7
rv0886,984671,1.3
rv0886,984806,468
rv0886,984928,14
rv0886,985048,0
rv0886,985159,1679.6
rv0886,985221,4639.6
rv0886,985284,1051
rv0886,985455,341.9
rv0886,985517,527.9
rv0889c,988758,919.6
rv0889c,988810,3113.6
rv0889c,988920,0
rv0889c,989041,897.9
rv0889c,989107,463.2
rv0889c,989359,2569.7999999999997
rv0889c,989473,1887.1
rv0889c,989500,2680.9
rv0889c,989575,524.7
rv0889c,989736,2262.3
rv0889c,989764,114.5
rv0889c,989810,1557.8
rv0889c,989864,2104.7
rv0902c,1004505,1700.7
rv0902c,1004867,0
rv0902c,1004883,0
rv0902c,1004929,0
rv0902c,1005254,0
rv0902c,1005326,0
rv0902c,1005382,0
rv0902c,1005425,0
rv0902c,1005438,2.6
rv0902c,1005501,0
rv0902c,1005519,0
rv0902c,1005531,0
rv0902c,1005755,0
rv0902c,1005814,677.3
rv0902c,1005838,2791.1
rv0903c,1005863,1555.5
rv0903c,1005893,0
rv0903c,1005905,2.6
rv0903c,1005940,0
rv0903c,1005985,0
rv0903c,1006243,11
rv0903c,1006302,0
rv0903c,1006338,0
rv0903c,1006455,0
rv0903c,1006476,0
rv0904c,1006697,677.8
rv0904c,1006724,224.3
rv0904c,1006762,1348.8
rv0904c,1006771,187.9
rv0904c,1006810,241.6
rv0904c,1006847,125.89999999999999
rv0904c,1006885,728.3
rv0904c,1007082,75.80000000000001
rv0904c,1007239,0
rv0904c,1007275,297.90000000000003
rv0904c,1007404,1222.4
rv0904c,1007473,3.9
rv0904c,1007554,38.1
rv0904c,1007599,662.7
rv0904c,1007642,778.8
rv0904c,1007654,557.6
rv0904c,1007762,397.5
rv0904c,1007771,386.2
rv0904c,1007884,577.5
rv0904c,1008007,1167.3
rv0904c,1008080,1531.3
rv0904c,1008091,0
rv0904c,1008114,65.3
rv0904c,1008142,1102
rv0904c,1008174,1284.2
rv0905,1008218,1148.7
rv0905,1008280,535.6
rv0905,1008305,4120.7
rv0905,1008420,265.6
rv0905,1008585,607.1
rv0905,1008602,174.6
rv0905,1008782,622.8000000000001
rv0905,1008821,54.3
rv0905,1008845,712.8
rv0905,1008939,848.3
rv0908,1011815,0
rv0908,1011865,1755.5
rv0908,1012229,0
rv0908,1012272,35.1
rv0908,1012302,2433.6
rv0908,1012395,532.9
rv0908,1012428,1186.7
rv0908,1012880,1516.7
rv0908,1013038,0
rv0908,1013094,47
rv0908,1013250,833.1
rv0908,1013321,666
rv0908,1013378,99.6
rv0908,1013501,833.3000000000001
rv0908,1013521,1105.7
rv0908,1013531,1191.9
rv0908,1013541,1699.7
rv0908,1013570,254.8
rv0908,1013581,5598.5
rv0908,1013590,107.2
rv0908,1013660,73.4
rv0908,1013712,383.8
rv0908,1013735,3185.8
rv0908,1013761,706.6999999999999
rv0908,1013790,4807.5999999999995
rv0908,1013802,3138.4
rv0908,1013814,198.3
rv0908,1013881,459.8
rv0908,1013910,4359
rv0908,1013955,6258.8
rv0908,1014126,73.7
rv0915c,1020063,1076.4
rv0915c,1020097,1171.1
rv0915c,1020107,5769.9
rv0915c,1020154,1364.2
rv0915c,1020239,524.2
rv0915c,1020353,2651.9
rv0915c,1020483,1399.4
rv0915c,1020485,817.2
rv0915c,1020558,3083.5
rv0915c,1020584,60
rv0915c,1020602,122.1
rv0915c,1020873,6278.7
rv0915c,1020879,17015.3
rv0915c,1020915,702.2
rv0915c,1020928,118.60000000000001
rv0915c,1021119,2964.6
rv0915c,1021200,1036.2
rv0915c,1021259,275.2
rv0915c,1021287,237
rv0915c,1021316,275.8
rv0916c,1021349,190.3
rv0916c,1021388,1680.7
rv0916c,1021449,1148.8
rv0916c,1021463,591.3000000000001
rv0916c,1021528,3566.4
rv0916c,1021581,9.2
rv0917,1022144,753.1
rv0917,1022211,2642.5
rv0917,1022280,5381.1
rv0917,1022308,977.6999999999999
rv0917,1022319,1624.8
rv0917,1022345,406.40000000000003
rv0917,1022411,3204.6
rv0917,1022420,2727.6
rv0917,1022426,0
rv0917,1022442,2121.4
rv0917,1022469,1101.3
rv0917,1022507,851.9
rv0917,1022522,0
rv0917,1022577,3191.3
rv0917,1022597,540.7
rv0917,1022604,6604.4
rv0917,1022613,1038
rv0917,1022677,2209.3
rv0917,1022759,1434.1000000000001
rv0917,1022787,1367.3
rv0917,1022912,4731.7
rv0917,1023003,7819.5
rv0917,1023077,6316.4
rv0917,1023084,2590.3
rv0917,1023208,670
rv0917,1023215,4170.9
rv0917,1023283,911.8
rv0917,1023326,140.3
rv0917,1023335,1916.5
rv0917,1023338,1784.8
rv0917,1023380,2745.4
rv0917,1023462,697.2
rv0917,1023484,121
rv0917,1023548,208.8
rv0917,1023594,3882.4
rv0917,1023638,1346.1
rv0917,1023698,1707.3999999999999
rv0917,1023743,0
rv0917,1023753,5609.5
rv0917,1023755,10192.8
rv0917,1023757,4071.4
rv0917,1023841,341.8
rv0924c,1030601,5068.5
rv0924c,1030626,3842.3
rv0924c,1030726,946.8
rv0924c,1030740,148.9
rv0924c,1030800,3228
rv0924c,1030804,1060.4
rv0924c,1030831,205.2
rv0924c,1030895,2509.4
rv0924c,1030991,843.1
rv0924c,1031065,204.29999999999998
rv0924c,1031077,388
rv0924c,1031186,1461
rv0924c,1031475,2004.8
rv0924c,1031537,510.7
rv0924c,1031624,4211.1
rv0924c,1031668,2314.8
rv0924c,1031678,808.4
rv0924c,1031732,2145.4
rv0924c,1031768,1493
rv0924c,1031848,109.7
rv0928,1034935,3846
rv0928,1034978,644.9
rv0928,1035147,1080.7
rv0928,1035185,127.8
rv0928,1035220,1820.4
rv0928,1035311,1337
rv0928,1035315,11575.1
rv0928,1035340,167.4
rv0928,1035386,3046.7999999999997
rv0928,1035504,3405.7
rv0928,1035536,2235.9
rv0928,1035587,94.60000000000001
rv0928,1035636,4117.9
rv0928,1035719,5618.6
rv0928,1035722,1558.7
rv0928,1035804,798.4
rv0928,1035828,299.59999999999997
rv0928,1035841,3364
rv0928,1035849,1099.5
rv0928,1035870,450.90000000000003
rv0928,1035920,275.5
rv0928,1035957,10289
rv0929,1036063,459.3
rv0929,1036168,418.7
rv0929,1036229,799.7
rv0929,1036309,48.4
rv0929,1036368,1522.6
rv0929,1036414,5615.3
rv0929,1036529,9878
rv0929,1036607,2900.7
rv0929,1036621,1430.7
rv0929,1036678,122.6
rv0929,1036699,3802.9
rv0929,1036722,941.6
rv0929,1036851,2293.1
rv0929,1036853,3044.1
rv0929,1036917,807
rv0929,1036919,2755.4
rv0929,1036939,188.1
rv0930,1037043,0
rv0930,1037068,1236.6000000000001
rv0930,1037139,1788.2
rv0930,1037258,8794.7
rv0930,1037270,5048.3
rv0930,1037339,2793.2
rv0930,1037343,2250.2
rv0930,1037351,2273.6
rv0930,1037380,4144.9
rv0930,1037416,2816.2
rv0930,1037430,672.3
rv0930,1037460,3856.6
rv0930,1037582,4601.2
rv0930,1037589,397
rv0930,1037720,254.2
rv0930,1037783,5860
rv0930,1037925,779.8
rv0931c,1037970,2203.2
rv0931c,1038029,2889
rv0931c,1038096,10850.2
rv0931c,1038142,1567.4
rv0931c,1038169,210.7
rv0931c,1038185,2487.9
rv0931c,1038222,8674.9
rv0931c,1038348,13499.1
rv0931c,1038350,3622.6
rv0931c,1038364,578.5
rv0931c,1038387,1892.6
rv0931c,1038407,3411
rv0931c,1038437,54.099999999999994
rv0931c,1038471,14283.5
rv0931c,1038473,8259.1
rv0931c,1038513,4037
rv0931c,1038530,2018.5
rv0931c,1038579,8409
rv0931c,1038600,13839.800000000001
rv0931c,1038713,4132.7
rv0931c,1038723,614.1
rv0931c,1038752,3686.2
rv0931c,1039012,32.3
rv0931c,1039132,3442.5
rv0931c,1039208,2553.9
rv0931c,1039238,9768.9
rv0931c,1039278,478.6
rv0931c,1039326,12931.6
rv0931c,1039330,16522
rv0931c,1039341,3088.2
rv0931c,1039380,23532.2
rv0931c,1039386,12789.7
rv0931c,1039444,160
rv0931c,1039461,1274.1
rv0931c,1039502,3313.2000000000003
rv0931c,1039517,401.40000000000003
rv0931c,1039599,7233
rv0931c,1039610,874.4
rv0931c,1039619,722.1
rv0931c,1039677,1003.6
rv0931c,1039770,2247.3
rv0931c,1039830,4517.3
rv0931c,1039868,3363.5
rv0931c,1039875,1591.3
rv0931c,1039895,1182.6
rv0932c,1039948,507.20000000000005
rv0932c,1040007,605.2
rv0932c,1040050,1737.2
rv0932c,1040060,549.3
rv0932c,1040068,1090.1
rv0932c,1040088,623.5
rv0932c,1040109,4367.4
rv0932c,1040130,4238.8
rv0932c,1040154,2990.7
rv0932c,1040174,1719.7
rv0932c,1040296,1551.5
rv0932c,1040322,3201.2
rv0932c,1040351,849.5
rv0932c,1040454,1614.5
rv0932c,1040476,969.9
rv0932c,1040500,2849.1
