gene_id,domain_name,domain_start,domain_end
dacb2,PF00768,NA,NA
rv2911,PF00768,NA,NA
ltp2,PF22691,NA,NA
ltp2,PF00108,NA,NA
rv3540c,PF22691,NA,NA
rv3540c,PF00108,NA,NA
bagb,PF02374,NA,NA
rv3680,PF02374,NA,NA
rv0712,PF03781,NA,NA
htdy,PF01575,161,271
htdy,PF22622,161,271
rv3389c,PF01575,161,271
rv3389c,PF22622,161,271
nict,PF03824,NA,NA
rv2856,PF03824,NA,NA
tb22.2,PF11738,NA,NA
rv3036c,PF11738,NA,NA
chsh2,PF13452,NA,NA
chsh2,PF01796,NA,NA
rv3542c,PF13452,NA,NA
rv3542c,PF01796,NA,NA
sigj,PF04542,NA,NA
sigj,PF08281,NA,NA
sigj,PF12680,NA,NA
rv3328c,PF04542,NA,NA
rv3328c,PF08281,NA,NA
rv3328c,PF12680,NA,NA
pe6,PF00934,70,126
rv0335c,PF00934,70,126
pe16,PF00934,1,93
pe16,PF08237,1,93
rv1430,PF00934,1,93
rv1430,PF08237,1,93
manb,PF00483,NA,NA
rv3264c,PF00483,NA,NA
lpqi,PF00933,NA,NA
rv0237,PF00933,NA,NA
grcc2,PF00348,NA,NA
rv0989c,PF00348,NA,NA
ftse,PF00005,3,228
rv3102c,PF00005,3,228
rvbd_3102c,PF00005,3,228
p425_03233,PF00005,3,228
moar1,PF03704,NA,NA
moar1,PF00486,NA,NA
rv3124,PF03704,NA,NA
rv3124,PF00486,NA,NA
fasr,PF21943,38,98
fasr,PF00440,38,98
rv3208,PF21943,38,98
rv3208,PF00440,38,98
alkx,PF18556,22,82
alkx,PF00440,22,82
rv3249c,PF18556,22,82
rv3249c,PF00440,22,82
bkdc,PF00198,7,82
bkdc,PF00364,7,82
bkdc,PF02817,7,82
pdhc,PF00198,7,82
pdhc,PF00364,7,82
pdhc,PF02817,7,82
rv2495c,PF00198,7,82
rv2495c,PF00364,7,82
rv2495c,PF02817,7,82
htra1,PF13180,426,487
htra1,PF13365,426,487
degp,PF13180,426,487
degp,PF13365,426,487
htra,PF13180,426,487
htra,PF13365,426,487
rv1223,PF13180,426,487
rv1223,PF13365,426,487
mhpe,PF00682,10,258
rv3469c,PF00682,10,258
mtnp,PF01048,NA,NA
rv0535,PF01048,NA,NA
rv0547c,PF00106,NA,NA
fadd8,PF00501,NA,NA
fadd8,PF13193,NA,NA
rv0551c,PF00501,NA,NA
rv0551c,PF13193,NA,NA
rv1155,PF01243,NA,NA
prpr,PF01381,22,76
prpr,PF06114,22,76
prpr,PF09856,22,76
rv1129c,PF01381,22,76
rv1129c,PF06114,22,76
rv1129c,PF09856,22,76
rvbd_1129c,PF01381,22,76
rvbd_1129c,PF06114,22,76
rvbd_1129c,PF09856,22,76
p425_01178,PF01381,22,76
p425_01178,PF06114,22,76
p425_01178,PF09856,22,76
rv1433,PF17964,127,270
rv1433,PF03734,127,270
rvbd_1433,PF17964,127,270
rvbd_1433,PF03734,127,270
p425_01489,PF17964,127,270
p425_01489,PF03734,127,270
rv0187,PF01596,NA,NA
ricr,PF02583,NA,NA
rv0190,PF02583,NA,NA
rvbd_0190,PF02583,NA,NA
p425_00198,PF02583,NA,NA
rv0192,PF17964,222,349
rv0192,PF03734,222,349
rvbd_0192,PF17964,222,349
rvbd_0192,PF03734,222,349
p425_00200,PF17964,222,349
p425_00200,PF03734,222,349
rpfc,PF06737,NA,NA
rv1884c,PF06737,NA,NA
mtcy180.34,PF06737,NA,NA
tcra,PF00072,24,138
tcra,PF00486,24,138
rv0602c,PF00072,24,138
rv0602c,PF00486,24,138
rv0601c,PF00672,64,120
rv0600c,PF02518,1,141
chp1,PF08237,104,325
rv3822,PF08237,104,325
rvbd_3822,PF08237,104,325
p425_03980,PF08237,104,325
meth,PF02310,1,312
meth,PF02607,1,312
meth,PF02965,1,312
meth,PF00809,1,312
meth,PF02574,1,312
rv2124c,PF02310,1,312
rv2124c,PF02607,1,312
rv2124c,PF02965,1,312
rv2124c,PF00809,1,312
rv2124c,PF02574,1,312
mtcy261.20c,PF02310,1,312
mtcy261.20c,PF02607,1,312
mtcy261.20c,PF02965,1,312
mtcy261.20c,PF00809,1,312
mtcy261.20c,PF02574,1,312
relf,PF02604,NA,NA
relb2,PF02604,NA,NA
rv2865,PF02604,NA,NA
opra,PF01740,28,139
rv0516c,PF01740,28,139
chp2,PF08237,79,316
rv1184c,PF08237,79,316
rvbd_1184c,PF08237,79,316
p425_01234,PF08237,79,316
rele,PF05016,NA,NA
rele1,PF05016,NA,NA
rv1246c,PF05016,NA,NA
relb,PF02604,NA,NA
relb1,PF02604,NA,NA
rv1247c,PF02604,NA,NA
fade15,PF00441,3,34
fade15,PF12806,3,34
fade15,PF02770,3,34
fade15,PF12418,3,34
rv1467c,PF00441,3,34
rv1467c,PF12806,3,34
rv1467c,PF02770,3,34
rv1467c,PF12418,3,34
rv1474c,PF00440,10,70
kora,PF17147,NA,NA
kora,PF01558,NA,NA
kora,PF01855,NA,NA
rv2455c,PF17147,NA,NA
rv2455c,PF01558,NA,NA
rv2455c,PF01855,NA,NA
gdh,PF05088,NA,NA
gdh,PF21075,NA,NA
gdh,PF21076,NA,NA
gdh,PF21077,NA,NA
gdh,PF21074,NA,NA
gdh,PF21073,NA,NA
gdh,PF21079,NA,NA
gdh,PF21078,NA,NA
rv2476c,PF05088,NA,NA
rv2476c,PF21075,NA,NA
rv2476c,PF21076,NA,NA
rv2476c,PF21077,NA,NA
rv2476c,PF21074,NA,NA
rv2476c,PF21073,NA,NA
rv2476c,PF21079,NA,NA
rv2476c,PF21078,NA,NA
dacb1,PF00768,NA,NA
rv3330,PF00768,NA,NA
rv2034,PF01022,1,93
rv2170,PF08445,44,205
lppm,PF21946,NA,NA
rv2171,PF21946,NA,NA
idsa2,PF00348,NA,NA
rv2173,PF00348,NA,NA
fadd15,PF00501,NA,NA
fadd15,PF23562,NA,NA
rv2187,PF00501,NA,NA
rv2187,PF23562,NA,NA
ilvx,PF02775,NA,NA
ilvx,PF02776,NA,NA
rv3509c,PF02775,NA,NA
rv3509c,PF02776,NA,NA
accd4,PF01039,11,261
rv3799c,PF01039,11,261
sigm,PF04542,NA,NA
sigm,PF08281,NA,NA
rv3911,PF04542,NA,NA
rv3911,PF08281,NA,NA
dart,PF14487,26,230
rv0059,PF14487,26,230
hdda,PF08544,NA,NA
hdda,PF00288,NA,NA
rv0115,PF08544,NA,NA
rv0115,PF00288,NA,NA
rv0194,PF00664,21,301
rv0194,PF00005,21,301
rvbd_0194,PF00664,21,301
rvbd_0194,PF00005,21,301
p425_00203,PF00664,21,301
p425_00203,PF00005,21,301
nirb,PF04324,15,302
nirb,PF01077,15,302
nirb,PF03460,15,302
nirb,PF07992,15,302
nirb,PF18267,15,302
nasb,PF04324,15,302
nasb,PF01077,15,302
nasb,PF03460,15,302
nasb,PF07992,15,302
nasb,PF18267,15,302
rv0252,PF04324,15,302
rv0252,PF01077,15,302
rv0252,PF03460,15,302
rv0252,PF07992,15,302
rv0252,PF18267,15,302
lpqn,PF10738,NA,NA
rv0583c,PF10738,NA,NA
kmtr,PF01022,10,104
rv0827c,PF01022,10,104
tyra,PF20463,8,291
tyra,PF02153,8,291
rv3754,PF20463,8,291
rv3754,PF02153,8,291
rvbd_3754,PF20463,8,291
rvbd_3754,PF02153,8,291
p425_03907,PF20463,8,291
p425_03907,PF02153,8,291
tcrx,PF00072,10,124
tcrx,PF00486,10,124
rv3765c,PF00072,10,124
rv3765c,PF00486,10,124
raas,PF17933,6,65
raas,PF00440,6,65
rv1219c,PF17933,6,65
rv1219c,PF00440,6,65
rv0792c,PF00392,20,88
rv0792c,PF07702,20,88
rv1717,PF07883,40,107
mmaa3,PF02353,NA,NA
mma3,PF02353,NA,NA
rv0643c,PF02353,NA,NA
whib5,PF02467,4,77
rv0022c,PF02467,4,77
mazf9,PF02452,NA,NA
mazf-mt1,PF02452,NA,NA
rv2801c,PF02452,NA,NA
mihf,PF22525,NA,NA
rv1388,PF22525,NA,NA
lipi,PF07859,NA,NA
rv1400c,PF07859,NA,NA
rv2402,PF00723,NA,NA
rv2402,PF19291,NA,NA
phop,PF00072,22,136
phop,PF00486,22,136
rv0757,PF00072,22,136
rv0757,PF00486,22,136
kstd,PF00890,NA,NA
rv3537,PF00890,NA,NA
rv2324,PF01037,4,65
rv2324,PF13404,4,65
vapc20,PF01850,2,130
rv2549c,PF01850,2,130
hisn,PF00459,NA,NA
impc,PF00459,NA,NA
rv3137,PF00459,NA,NA
mce3r,PF00440,13,73
rv1963c,PF00440,13,73
gltb,PF00310,18,416
gltb,PF04898,18,416
gltb,PF01645,18,416
gltb,PF01493,18,416
rv3859c,PF00310,18,416
rv3859c,PF04898,18,416
rv3859c,PF01645,18,416
rv3859c,PF01493,18,416
virr,PF13399,NA,NA
rv0431,PF13399,NA,NA
pks1,PF00698,445,719
pks1,PF08240,445,719
pks1,PF13602,445,719
pks1,PF22621,445,719
pks1,PF08659,445,719
pks1,PF21089,445,719
pks1,PF00550,445,719
pks1,PF14765,445,719
pks1,PF22953,445,719
rv2946c,PF00698,445,719
rv2946c,PF08240,445,719
rv2946c,PF13602,445,719
rv2946c,PF22621,445,719
rv2946c,PF08659,445,719
rv2946c,PF21089,445,719
rv2946c,PF00550,445,719
rv2946c,PF14765,445,719
rv2946c,PF22953,445,719
lipc,PF20434,NA,NA
rv0220,PF20434,NA,NA
fgd2,PF00296,NA,NA
rv0132c,PF00296,NA,NA
fade34,PF00441,NA,NA
fade34,PF02770,NA,NA
fade34,PF02771,NA,NA
chse3,PF00441,NA,NA
chse3,PF02770,NA,NA
chse3,PF02771,NA,NA
rv3573c,PF00441,NA,NA
rv3573c,PF02770,NA,NA
rv3573c,PF02771,NA,NA
vapc5,PF01850,9,130
rv0627,PF01850,9,130
nnr,PF01256,10,205
nnr,PF03853,10,205
rv3433c,PF01256,10,205
rv3433c,PF03853,10,205
mtcy77.05c,PF01256,10,205
mtcy77.05c,PF03853,10,205
vapb4,PF02604,NA,NA
rv0596c,PF02604,NA,NA
relj,PF02604,NA,NA
relb3,PF02604,NA,NA
yefm,PF02604,NA,NA
rv3357,PF02604,NA,NA
mtv004.14,PF02604,NA,NA
whib6,PF02467,33,86
rv3862c,PF02467,33,86
vapc2,PF01850,7,129
rv0301,PF01850,7,129
uvrb,PF00271,49,435
uvrb,PF04851,49,435
uvrb,PF02151,49,435
uvrb,PF12344,49,435
uvrb,PF17757,49,435
rv1633,PF00271,49,435
rv1633,PF04851,49,435
rv1633,PF02151,49,435
rv1633,PF12344,49,435
rv1633,PF17757,49,435
mtcy01b2.25,PF00271,49,435
mtcy01b2.25,PF04851,49,435
mtcy01b2.25,PF02151,49,435
mtcy01b2.25,PF12344,49,435
mtcy01b2.25,PF17757,49,435
vals,PF08264,NA,NA
vals,PF00133,NA,NA
vals,PF10458,NA,NA
rv2448c,PF08264,NA,NA
rv2448c,PF00133,NA,NA
rv2448c,PF10458,NA,NA
mtv008.04c,PF08264,NA,NA
mtv008.04c,PF00133,NA,NA
mtv008.04c,PF10458,NA,NA
metg,PF19303,NA,NA
metg,PF09334,NA,NA
mets,PF19303,NA,NA
mets,PF09334,NA,NA
rv1007c,PF19303,NA,NA
rv1007c,PF09334,NA,NA
mtci237.24,PF19303,NA,NA
mtci237.24,PF09334,NA,NA
iles,PF08264,NA,NA
iles,PF19302,NA,NA
iles,PF00133,NA,NA
rv1536,PF08264,NA,NA
rv1536,PF19302,NA,NA
rv1536,PF00133,NA,NA
mtcy48.29c,PF08264,NA,NA
mtcy48.29c,PF19302,NA,NA
mtcy48.29c,PF00133,NA,NA
trpd,PF02885,NA,NA
trpd,PF00591,NA,NA
rv2192c,PF02885,NA,NA
rv2192c,PF00591,NA,NA
mtcy190.03c,PF02885,NA,NA
mtcy190.03c,PF00591,NA,NA
trmi,PF08704,NA,NA
trmi,PF14801,NA,NA
rv2118c,PF08704,NA,NA
rv2118c,PF14801,NA,NA
drrb,PF12698,47,282
rv2937,PF12698,47,282
rpfa,PF06737,NA,NA
rv0867c,PF06737,NA,NA
mtv043.60c,PF06737,NA,NA
kdc,PF02775,NA,NA
kdc,PF00205,NA,NA
kdc,PF02776,NA,NA
rv0853c,PF02775,NA,NA
rv0853c,PF00205,NA,NA
rv0853c,PF02776,NA,NA
rv1401,PF07947,NA,NA
mtcy21b4.18,PF07947,NA,NA
tig,PF00254,162,215
tig,PF05698,162,215
tig,PF05697,162,215
rv2462c,PF00254,162,215
rv2462c,PF05698,162,215
rv2462c,PF05697,162,215
mtv008.18c,PF00254,162,215
mtv008.18c,PF05698,162,215
mtv008.18c,PF05697,162,215
thie,PF02581,NA,NA
rv0414c,PF02581,NA,NA
mtcy22g10.11c,PF02581,NA,NA
thid,PF08543,NA,NA
rv0422c,PF08543,NA,NA
mtcy22g10.19c,PF08543,NA,NA
succ,PF08442,9,236
succ,PF00549,9,236
rv0951,PF08442,9,236
rv0951,PF00549,9,236
mtcy10d7.23c,PF08442,9,236
mtcy10d7.23c,PF00549,9,236
ssb,PF00436,1,110
rv0054,PF00436,1,110
mtcy21d4.17,PF00436,1,110
rsfb,PF01740,7,115
rv3687c,PF01740,7,115
spee,PF01564,231,465
rv2601,PF01564,231,465
mtci270.04c,PF01564,231,465
mtv001.02,PF01564,231,465
sigg,PF04542,NA,NA
sigg,PF08281,NA,NA
sigg,PF12680,NA,NA
rv0182c,PF04542,NA,NA
rv0182c,PF08281,NA,NA
rv0182c,PF12680,NA,NA
sigd,PF04542,NA,NA
sigd,PF08281,NA,NA
rv3414c,PF04542,NA,NA
rv3414c,PF08281,NA,NA
mtcy78.15,PF04542,NA,NA
mtcy78.15,PF08281,NA,NA
sigl,PF04542,NA,NA
sigl,PF04545,NA,NA
rv0735,PF04542,NA,NA
rv0735,PF04545,NA,NA
sigk,PF04542,NA,NA
sigk,PF04545,NA,NA
rv0445c,PF04542,NA,NA
rv0445c,PF04545,NA,NA
sepf,PF04472,NA,NA
rv2147c,PF04472,NA,NA
prrb,PF00672,172,222
prrb,PF02518,172,222
prrb,PF00512,172,222
rv0902c,PF00672,172,222
rv0902c,PF02518,172,222
rv0902c,PF00512,172,222
mtcy31.30c,PF00672,172,222
mtcy31.30c,PF02518,172,222
mtcy31.30c,PF00512,172,222
narl,PF00196,10,126
narl,PF00072,10,126
rv0844c,PF00196,10,126
rv0844c,PF00072,10,126
kdpe,PF00072,3,116
kdpe,PF00486,3,116
rv1027c,PF00072,3,116
rv1027c,PF00486,3,116
psts2,PF12849,NA,NA
rv0932c,PF12849,NA,NA
mtcy08d9.07,PF12849,NA,NA
metk,PF02773,NA,NA
metk,PF02772,NA,NA
metk,PF00438,NA,NA
rv1392,PF02773,NA,NA
rv1392,PF02772,NA,NA
rv1392,PF00438,NA,NA
mtcy21b4.09,PF02773,NA,NA
mtcy21b4.09,PF02772,NA,NA
mtcy21b4.09,PF00438,NA,NA
ruva,PF14520,NA,NA
ruva,PF07499,NA,NA
ruva,PF01330,NA,NA
rv2593c,PF14520,NA,NA
rv2593c,PF07499,NA,NA
rv2593c,PF01330,NA,NA
mtcy227.08,PF14520,NA,NA
mtcy227.08,PF07499,NA,NA
mtcy227.08,PF01330,NA,NA
rska,PF10099,NA,NA
rska,PF22618,NA,NA
rv0444c,PF10099,NA,NA
rv0444c,PF22618,NA,NA
rpoz,PF01192,NA,NA
rv1390,PF01192,NA,NA
mtcy21b4.07,PF01192,NA,NA
rpoc,PF04997,NA,NA
rpoc,PF00623,NA,NA
rpoc,PF04983,NA,NA
rpoc,PF05000,NA,NA
rpoc,PF04998,NA,NA
rv0668,PF04997,NA,NA
rv0668,PF00623,NA,NA
rv0668,PF04983,NA,NA
rv0668,PF05000,NA,NA
rv0668,PF04998,NA,NA
mtci376.07c,PF04997,NA,NA
mtci376.07c,PF00623,NA,NA
mtci376.07c,PF04983,NA,NA
mtci376.07c,PF05000,NA,NA
mtci376.07c,PF04998,NA,NA
rpoa,PF01000,NA,NA
rpoa,PF03118,NA,NA
rpoa,PF01193,NA,NA
rv3457c,PF01000,NA,NA
rv3457c,PF03118,NA,NA
rv3457c,PF01193,NA,NA
mtcy13e12.10c,PF01000,NA,NA
mtcy13e12.10c,PF03118,NA,NA
mtcy13e12.10c,PF01193,NA,NA
rnc,PF00035,19,134
rnc,PF14622,19,134
rv2925c,PF00035,19,134
rv2925c,PF14622,19,134
mtcy338.14c,PF00035,19,134
mtcy338.14c,PF14622,19,134
dead,PF03880,44,215
dead,PF00270,44,215
dead,PF25399,44,215
dead,PF00271,44,215
csda,PF03880,44,215
csda,PF00270,44,215
csda,PF25399,44,215
csda,PF00271,44,215
rv1253,PF03880,44,215
rv1253,PF00270,44,215
rv1253,PF25399,44,215
rv1253,PF00271,44,215
mtcy50.29c,PF03880,44,215
mtcy50.29c,PF00270,44,215
mtcy50.29c,PF25399,44,215
mtcy50.29c,PF00271,44,215
rmld,PF04321,NA,NA
rv3266c,PF04321,NA,NA
rlmn,PF04055,112,350
rv2880c/rv2879c,PF04055,112,350
mtcy274.11c/mtcy274.10c,PF04055,112,350
rpsl,PF00164,NA,NA
rps12,PF00164,NA,NA
rv0682,PF00164,NA,NA
mtv040.10,PF00164,NA,NA
nrdz,PF03477,21,109
nrdz,PF02867,21,109
nrdz,PF00317,21,109
rv0570,PF03477,21,109
rv0570,PF02867,21,109
rv0570,PF00317,21,109
ribh,PF00885,NA,NA
rv1416,PF00885,NA,NA
mtcy21b4.34,PF00885,NA,NA
recd,PF13245,NA,NA
recd,PF21185,NA,NA
recd,PF13538,NA,NA
rv0629c,PF13245,NA,NA
rv0629c,PF21185,NA,NA
rv0629c,PF13538,NA,NA
rbpa,PF13397,NA,NA
rv2050,PF13397,NA,NA
rada,PF13481,NA,NA
rada,PF13541,NA,NA
rada,PF18073,NA,NA
rv3585,PF13481,NA,NA
rv3585,PF13541,NA,NA
rv3585,PF18073,NA,NA
mtv024.03,PF13481,NA,NA
mtv024.03,PF13541,NA,NA
mtv024.03,PF18073,NA,NA
pyrh,PF00696,NA,NA
rv2883c,PF00696,NA,NA
mtcy274.14c,PF00696,NA,NA
purl,PF00586,NA,NA
purl,PF02769,NA,NA
purl,PF18072,NA,NA
rv0803,PF00586,NA,NA
rv0803,PF02769,NA,NA
rv0803,PF18072,NA,NA
mtcy07h7a.06c,PF00586,NA,NA
mtcy07h7a.06c,PF02769,NA,NA
mtcy07h7a.06c,PF18072,NA,NA
purn,PF00551,NA,NA
rv0956,PF00551,NA,NA
pspa,PF04012,NA,NA
rv2744c,PF04012,NA,NA
mtv002.09c,PF04012,NA,NA
ripb,PF00877,109,241
rv1478,PF00877,109,241
ppx1,PF02541,NA,NA
rv0496,PF02541,NA,NA
mtcy20g9.22,PF02541,NA,NA
ppk,PF02503,NA,NA
ppk,PF13090,NA,NA
ppk,PF17941,NA,NA
ppk,PF13089,NA,NA
rv2984,PF02503,NA,NA
rv2984,PF13090,NA,NA
rv2984,PF17941,NA,NA
rv2984,PF13089,NA,NA
mtcy349.03c,PF02503,NA,NA
mtcy349.03c,PF13090,NA,NA
mtcy349.03c,PF17941,NA,NA
mtcy349.03c,PF13089,NA,NA
ppia,PF00160,13,181
rv0009,PF00160,13,181
mtcy10h4.08,PF00160,13,181
ppe68,PF00823,NA,NA
rv3873,PF00823,NA,NA
ppe32,PF00823,NA,NA
ppe32,PF12484,NA,NA
rv1808,PF00823,NA,NA
rv1808,PF12484,NA,NA
ppe17,PF00823,NA,NA
ppe17,PF12484,NA,NA
rv1168c,PF00823,NA,NA
rv1168c,PF12484,NA,NA
ppe2,PF00823,NA,NA
ppe2,PF18878,NA,NA
rv0256c,PF00823,NA,NA
rv0256c,PF18878,NA,NA
phou2,PF01895,NA,NA
phoy2,PF01895,NA,NA
rv0821c,PF01895,NA,NA
mtv043.13c,PF01895,NA,NA
plcd,PF04185,NA,NA
rv1755c,PF04185,NA,NA
mtcy28.21c,PF04185,NA,NA
plcc,PF04185,NA,NA
rv2349c,PF04185,NA,NA
mtcy98.18c,PF04185,NA,NA
rv2949c,PF01947,NA,NA
gpma,PF00300,NA,NA
gpm,PF00300,NA,NA
gpm1,PF00300,NA,NA
pgm,PF00300,NA,NA
rv0489,PF00300,NA,NA
mtcy20g9.15,PF00300,NA,NA
bcp,PF00578,7,157
bcp2,PF00578,7,157
rv2521,PF00578,7,157
pe_pgrs3,PF00934,4,94
rv0278c,PF00934,4,94
mtv035.06c,PF00934,4,94
pe35,PF00934,1,90
rv3872,PF00934,1,90
mazf4,PF02452,NA,NA
mazf-mt7,PF02452,NA,NA
rv1495,PF02452,NA,NA
mtcy277.17,PF02452,NA,NA
pdxt,PF01174,NA,NA
rv2604c,PF01174,NA,NA
pdxs,PF01680,NA,NA
rv2606c,PF01680,NA,NA
mtcy1a10.27,PF01680,NA,NA
pdxh,PF10590,NA,NA
pdxh,PF01243,NA,NA
rv2607,PF10590,NA,NA
rv2607,PF01243,NA,NA
mtcy1a10.26c,PF10590,NA,NA
mtcy1a10.26c,PF01243,NA,NA
cysd,PF01507,NA,NA
rv1285,PF01507,NA,NA
mtcy373.04,PF01507,NA,NA
papa2,PF00668,NA,NA
rv3820c,PF00668,NA,NA
papa1,PF00668,NA,NA
rv3824c,PF00668,NA,NA
ppgk,PF00480,NA,NA
rv2702,PF00480,NA,NA
mtcy05a6.23,PF00480,NA,NA
mena,PF01040,NA,NA
rv0534c,PF01040,NA,NA
mtcy25d10.13c,PF01040,NA,NA
bkdb,PF02779,NA,NA
bkdb,PF02780,NA,NA
pdhb,PF02779,NA,NA
pdhb,PF02780,NA,NA
rv2496c,PF02779,NA,NA
rv2496c,PF02780,NA,NA
rv1771,PF04030,12,179
rv1771,PF01565,12,179
argf,PF00185,NA,NA
argf,PF02729,NA,NA
rv1656,PF00185,NA,NA
rv1656,PF02729,NA,NA
mtcy06h11.21,PF00185,NA,NA
mtcy06h11.21,PF02729,NA,NA
nudc,PF00293,168,293
nudc,PF09296,168,293
nudc,PF09297,168,293
rv3199c,PF00293,168,293
rv3199c,PF09296,168,293
rv3199c,PF09297,168,293
mtv014.43c,PF00293,168,293
mtv014.43c,PF09296,168,293
mtv014.43c,PF09297,168,293
mutt2,PF00293,2,131
rv1160,PF00293,2,131
mutt1,PF00300,15,148
mutt1,PF00293,15,148
rv2985,PF00300,15,148
rv2985,PF00293,15,148
mnth,PF01566,NA,NA
rv0924c,PF01566,NA,NA
mtcy21c12.18c,PF01566,NA,NA
rsda,PF16751,NA,NA
rv3413c,PF16751,NA,NA
mtcy78.16,PF16751,NA,NA
rv2179c,PF16473,NA,NA
rvbd_2179c,PF16473,NA,NA
mctb,PF11382,NA,NA
rv1698,PF11382,NA,NA
mtci125.20,PF11382,NA,NA
maze6,PF01402,NA,NA
maze-mt3,PF01402,NA,NA
rv1991a,PF01402,NA,NA
inia,PF00350,NA,NA
rv0342,PF00350,NA,NA
higb1,PF05973,NA,NA
higb,PF05973,NA,NA
rv1955,PF05973,NA,NA
fhab,PF00498,83,132
fipa,PF00498,83,132
rv0019c,PF00498,83,132
espi,PF01656,NA,NA
rv3876,PF01656,NA,NA
espc,PF10824,NA,NA
snm9,PF10824,NA,NA
rv3615c,PF10824,NA,NA
mtcy07h7b.07,PF10824,NA,NA
csm5,PF03787,NA,NA
rv2819c,PF03787,NA,NA
pncb2,PF04095,NA,NA
pncb2,PF17767,NA,NA
rv0573c,PF04095,NA,NA
rv0573c,PF17767,NA,NA
pncb1,PF04095,NA,NA
pncb1,PF17767,NA,NA
rv1330c,PF04095,NA,NA
rv1330c,PF17767,NA,NA
mtcy130.15c,PF04095,NA,NA
mtcy130.15c,PF17767,NA,NA
nadc,PF01729,NA,NA
nadc,PF02749,NA,NA
rv1596,PF01729,NA,NA
rv1596,PF02749,NA,NA
mtcy336.08c,PF01729,NA,NA
mtcy336.08c,PF02749,NA,NA
mure,PF01225,NA,NA
mure,PF02875,NA,NA
mure,PF08245,NA,NA
rv2158c,PF01225,NA,NA
rv2158c,PF02875,NA,NA
rv2158c,PF08245,NA,NA
mtcy270.10,PF01225,NA,NA
mtcy270.10,PF02875,NA,NA
mtcy270.10,PF08245,NA,NA
mura,PF00275,NA,NA
murz,PF00275,NA,NA
rv1315,PF00275,NA,NA
mtcy149.01,PF00275,NA,NA
mtcy373.35,PF00275,NA,NA
msra,PF01625,NA,NA
rv0137c,PF01625,NA,NA
mtci5.11c,PF01625,NA,NA
mshc,PF01406,NA,NA
cyss2,PF01406,NA,NA
rv2130c,PF01406,NA,NA
mtcy261.29c,PF01406,NA,NA
moac1,PF01967,NA,NA
moac,PF01967,NA,NA
rv3111,PF01967,NA,NA
mtcy164.21,PF01967,NA,NA
moaa1,PF06463,21,241
moaa1,PF04055,21,241
moaa,PF06463,21,241
moaa,PF04055,21,241
rv3109,PF06463,21,241
rv3109,PF04055,21,241
mtcy164.19,PF06463,21,241
mtcy164.19,PF04055,21,241
mmps5,PF05423,NA,NA
rv0677c,PF05423,NA,NA
mtv040.05c,PF05423,NA,NA
mmpl8,PF03176,NA,NA
rv3823c,PF03176,NA,NA
mtcy409.07,PF03176,NA,NA
nark2,PF07690,NA,NA
nark-3,PF07690,NA,NA
rv1737c,PF07690,NA,NA
rv1220c,PF01596,NA,NA
mdh,PF02866,NA,NA
mdh,PF00056,NA,NA
rv1240,PF02866,NA,NA
rv1240,PF00056,NA,NA
mtv006.12,PF02866,NA,NA
mtv006.12,PF00056,NA,NA
mbtk,PF13523,NA,NA
rv1347c,PF13523,NA,NA
mtcy02b10.11c,PF13523,NA,NA
lpri,PF07007,NA,NA
lpri,PF09864,NA,NA
rv1541c,PF07007,NA,NA
rv1541c,PF09864,NA,NA
mtcy48.24,PF07007,NA,NA
mtcy48.24,PF09864,NA,NA
lipa,PF16881,67,281
lipa,PF04055,67,281
rv2218,PF16881,67,281
rv2218,PF04055,67,281
mtcy190.29,PF16881,67,281
mtcy190.29,PF04055,67,281
rv3740c,PF06974,NA,NA
rv3740c,PF03007,NA,NA
mtv025.088c,PF06974,NA,NA
mtv025.088c,PF03007,NA,NA
rv3480c,PF06974,NA,NA
rv3480c,PF03007,NA,NA
mtcy13e12.33c,PF06974,NA,NA
mtcy13e12.33c,PF03007,NA,NA
rv3371,PF06974,NA,NA
rv3371,PF03007,NA,NA
mtv004.29,PF06974,NA,NA
mtv004.29,PF03007,NA,NA
rv3087,PF06974,NA,NA
rv3087,PF03007,NA,NA
mtv013.08,PF06974,NA,NA
mtv013.08,PF03007,NA,NA
rv2285,PF06974,NA,NA
rv2285,PF03007,NA,NA
mtcy339.25c,PF06974,NA,NA
mtcy339.25c,PF03007,NA,NA
rv0221,PF06974,NA,NA
rv0221,PF03007,NA,NA
mtcy08d5.16,PF06974,NA,NA
mtcy08d5.16,PF03007,NA,NA
rv1760,PF06974,NA,NA
rv1760,PF03007,NA,NA
mtcy28.26,PF06974,NA,NA
mtcy28.26,PF03007,NA,NA
tgs3,PF03007,NA,NA
rv3234c,PF03007,NA,NA
mtcy20b11.09c,PF03007,NA,NA
mku,PF02735,10,193
rv0937c,PF02735,10,193
pyk,PF00224,NA,NA
pyk,PF02887,NA,NA
pyka,PF00224,NA,NA
pyka,PF02887,NA,NA
rv1617,PF00224,NA,NA
rv1617,PF02887,NA,NA
mtcy01b2.09,PF00224,NA,NA
mtcy01b2.09,PF02887,NA,NA
gmk,PF00625,21,201
rv1389,PF00625,21,201
mtcy21b4.06,PF00625,21,201
mbtg,PF13434,NA,NA
rv2378c,PF13434,NA,NA
isph1,PF02401,NA,NA
lytb1,PF02401,NA,NA
rv3382c,PF02401,NA,NA
mtv004.40c,PF02401,NA,NA
isph2,PF02401,NA,NA
lytb2,PF02401,NA,NA
rv1110,PF02401,NA,NA
